x0;x1;x2;y;y_hat;right
"`y\\,Q]VD&@<";"r\nqCRGf]kx/>xq/lV\"Qo1i<Zr[>^qZ\tuV<l";"'\t`-5pEu>a8Q|k*:0jhA=QE=#qp~rbo\\[JFp";True;True;True
"m-!u>sEL=\n[Bmm]g{W6kO9a%vrxq6bY%!>W:W{h>Q";"$U-%9hAvL{!TmE/CKwc'<ZxKU&/,Z2b/J@3*.O!ANDM";"&/;p12_HX}[P}Xt|YZ;6M*>R&CU&BI]hEd7(uOK!Q58N";True;True;True
"!Jj5qu4v";"\\B95\"%hp41E_;r5%x#.";"lW,~E5TYu3 .K8l97Kre4A\"N";True;True;True
"u^IdU";"u^IdU";"u^IdU";False;False;True
"QCoQ4Z1`\\_euH*vR!HBiB/q:oP";"QCoQ4Z1`\\_euH*vR!HBiB/q:oP";"QCoQ4Z1`\\_euH*vR!HBiB/q:oP";False;False;True
"q;HM\\c(T?Jhx/wiF{gBmw,CY";"_dx&rcvC`,Hn$g<Y^Pa}q#3";"VYDok?";False;False;True
"uBq'<{W8(B@M#gcaESJtFryMS}?zQEaMh\n6|\"BvgHC";"+ndjY!G}0GpQVq5\"\t&T9j==s4!UK;4k5W";"";False;False;True
"&j,a99ebAr]#4~!sD)o=o&Ak\";\"fD9w~+SMuj0Q0) +|rp$3";"%t";",<MH<Zx6E";False;False;True
"O]Fj1";"A9=pUL/zDH{IVeO@";"80]_T&2mPHBnKM!{<";True;True;True
"Uzl]8]pB+{DGw<^<\t\nU|K";"PR z9t\"~RK";"_T~QtGmBgU?mL\tA9Qq(";False;False;True
"^ZW_^q<P6cc";",~5)98l_seF1F\\";"nDCrci)&m|Q9\n#F4z$ZeFiYNGc+6}i%U!ixP";True;True;True
")>/!";"+\tbu'CQitjj\nq/tPY<X28&u\tl+Ua";"+N5^Jx<@zNC#EDIF`yF<,;j\"@'Bb]3\tp`^Vd2~l$(Z2wq";True;True;True
"khB}s3pI?r'S(w1iA)-!TYHOBc%OteX7lzXS&0&w~.<':";"OS[?Yno;Ti:bKW9#}d`NVI$vN${y]IP";"\nh^5e oW";False;False;True
":XcwQ";"cKuo+;}E_bb~\\AxuJuB\\Wc+/,9Zrpm}/q";"0V@J;bcaz[WWRW-]XBI";False;False;True
"ol*";"NDI@OY,766";"<u:*!r]l7J^W3\\j\t\\m@q`Xj}K)[S8^R&";True;True;True
"TV/P]gFF$=\"-#0";"y1;-5lF~A/8coIJ]wchZ^cj nLS/A\"Q$S(|w\to,x/";"{\tn.&#1fMM<H nC12E]\\ de%\\8.&-YaVnV|1^<";False;False;True
"Af*|)Ww:i\\C";"sEK.ICGD(Jwk:\"ex{\"\\sx6#\n5pS";"`q-pQ.-&3VpN+10{\"W~\n\"x%-$!~\nBgtz";True;True;True
"F7G)_-2duj15A";"F7G)_-2duj15A";"F7G)_-2duj15A";False;False;True
",4VoV~$i7U;5^exPG7oEN$widj`p\\";"X-(?Y$2.>#@`";"+Cc]Eh=0)cF\nbnk<j\nfz58othx1CJmqpFF`[g";False;False;True
"8u%q!&`9Cv-+Qo`gP[l_1v";"~PY^L.:MA?]9Gy6}~\"v`T\\,Eii>m6}Ti0pwtYd";"b5[R&";False;False;True
"\"Yj~$I41J!67rO3a\"@3i0<|;dt(t";"4W!fl9;(L;V\tp7HNBc!s3=\nptxBZ";"]ey(V=)#Xf{!-C~<P8pk(0bES[x\"*pR9aa|[?qzT_2=}}-";False;False;True
"'JnTp\\o1H>Rd\"(0J`-@f![4*Uu[f6:1U%</NFu={9,&<s";": S\\vA>4F+3F3x$k-{=\tIA\\T_Fr#MsS6Z7{m$X1hTxN?.8$\"[";"8Udy\tLITx2R\tOJ[%9";False;False;True
"1n38W!FVrS]5PuS^z*~h+a(^ee#Ybgs;[%\\";"X4#,:U%\tFG)0u<XK";"(i&n'IS'H,?*tIH=c/J,TK>QP\nD+=tOdlQl_;nSD";False;False;True
"],wd0";"`%H_95tl k'/Y=U05+R";"iz2(:JsVpnMAu(jCU%}/+>G+/9rp'TUdn8CHw#9Tjq";True;True;True
"I.CVxr9^ji|FdWd#a9s.A$&4X`9C@&V4F}Ld Ym@4Z#\\\tY]";"Si<\toU7*@^v>enli~{;]kxM-`]t}MM7J8(1/Myxr";"4z3l>8G#2<{BaUXIhADM\"qe@gim\n*E(Q9q'ZP\tYLfi6q]kM<";False;False;True
"1S)#,fX\nFnp";"6:L: PoAE5\tm#z7";"H&r%(3!P-V}\tbV~2=/9iRvG";True;True;True
"r}7";"Ok.?qw]w5[KJ5-k[=NMYQ.x/9";",5nsk#jPnTL_`7)md~;U\n=};[Cy]u[x`*K~#BH";True;True;True
"m<3nc3A`X(";"055]\tF_4>RUW2\t?%KSwf?GGVa[g_\tY=dki{Kwc3m\\r";"0ZrZYvIW0B<kb.L{XaA.K4cXTDvmI%dZsV;S{E";False;False;True
":Ku@;dxE@IRI2]8I\"&h_606u -cVp(Su~k6992.~c79";"99E%\n&$.]r+GllIvwx3";"Z,b:yQetH{#~uUIabg";False;False;True
"%4I~#>:#q9n[Kp#q1ZPp)\n$=' XFHrHLqqV7oXw@";"v+.A7#hZ\"GN/aZjpU%&";"Ct|N]V4%zI91B";False;False;True
"";"hf6RPNhW[V&=XrY.! :?";"5DJL&\n\tvu6[N2~af/#giLVYrbAFmT~`8";True;True;True
"h";"LXAg#\nbOp71l_:";"X tq~ABUnN%I'Z:-K:%7,qkUx\tJdRT_PwIe-^\\~u]!6";True;True;True
"&CY,bXq;~%!J.]nzJ";"8wx39KJ5^mdDRX/p\\k_<-,qK#&6/x3vAIJ!X:l>BsRx'";"4kx2?LT;IsI6>T8$+6Q#A@j/uRVY%'a";False;False;True
"rCBE:`E)^ H54)+}%^Z*nK){";"$5[vKADa<Suf\nYV,FjD3c=T'";"gd|{c0?LH{J#R$8=%zK5Jxoj`uNn;|ADK'WxJ532u0u/OWiy$";False;False;True
"YU=TToc)GAAS";"oqu&Hg{l-9h 3p&U((}`#7\nc,GP)N'@q6";"Y'Yh4#rV[u[]s\n1&B9Df'%`\"^p.t\t!MH8YB=*nGXBp1tka";True;True;True
"iRm_DyO+DHL}i2gv=CAEPJgifnI!@Cp(ZHr\"bkkg6B[B$";"P=$n4P>'`koCZ8&~_B~";";~8G\\ 5u_8qjH";False;False;True
"X }";"Ab'J~R@l{Vm0Fw@=A;'RIMzbPNv\\Gs|OFWS\\(S4_owH";"_\"R@&g#?FUeZfgf%hyR@#zOJmK\\}Ayq(z'";False;False;True
"=GqpE(\n/&vl<wtBH&:rbV5L~KDh0]=e\tWhd\n,DDli^U";"B7aIx?\"kS[o8 eg)j24%s=\\@Cg%!";",M&LgOgSl(u$,`*%u5v:QYAfWsV\".7H0C";False;False;True
"^nN(6eiHSu~v8KTOxS[\\L*=98B";"oqhCL,9zD{|U83XH^29&p3w0+>ounrmgLs)b-";"k3S.$E`iE)=J(Q]f";False;False;True
"C@Hd 9?\ng/F-yq%o|y";"nqL}:&lSV7KT E8-h'Z-qOT55L_rX.YSC8RE|Q";"g\"}8|[}0B\n~qJba5kiAWujIKfJwnuje$LV{\ts; %fWq";True;True;True
"^8U m-";"\"A?<Vk";"i^^MRRUURuCng[Ops8nxsrS,[^&rj>LEEA\tcJa[Py<3bl}]Nv";False;False;True
"O?~o";"\n&X?y";"nP(Tm(0;mWARKPPq77!j<4rB9n? N^25]l,f~3M";True;True;True
"P@lEmQ`esN'wzuf*O$";"pevw3#[\n;%_\"|Gr~Lr\\";"?u\\m[}`Y7<2N\n!H3wRUa|(iE\"A%:824qZz%xsI~Y\nO5vK";True;True;True
"f\n^_[}.?`7x:ZCbE&H]";"Q76,Uhk~y$1`o4!~wyRL3XtAT(";"hun";False;False;True
" \nmy\no8JwASmfjoQ`G8lk[G32M=C;5[;S";"E['nPqs;64!y0p@wW0l!ScUd,17ssI1P(l(vd_v40=9";"xMc~<\n-]DYq+G0!CT<:j{;wE|bpAFQlbs:9j\tEgyKP Rp]|S@";True;True;True
"271R_\"@fRHUk!_'";"nF8|ksP]F3cN8/zi#b!F*g*?*:BD=0:;.p?U";"T#&W9k9cJC;ab>wP+\"nh%TADh*5Y:_r~8s,E}~9\"&\th";True;True;True
"W{9s*RYP+zR\nZ-[)kyY;Z!A8+B`,V$cp013rmKG~QM{";"W{9s*RYP+zR\nZ-[)kyY;Z!A8+B`,V$cp013rmKG~QM{";"W{9s*RYP+zR\nZ-[)kyY;Z!A8+B`,V$cp013rmKG~QM{";False;False;True
"ndbatgIEsq V8<\n}j0M&~Pfv2=,PkGGA0kE?nd=p[";"&$x7tlKj{MMQf_VX>WteLn$";"z!]QL5Zh";False;False;True
"S XH'W\tlXXF5- a8!hdlh\":VO,5vs";"0";"+WGac(C|4$l<|O>DE_|6tj5l3\\e-\"!`iC\"Pk@ &:]aO59";False;False;True
"g(l&o\\r_#1)*}&NEtl&!TT%fNv!wtG?z>^I|zjO";"g(l&o\\r_#1)*}&NEtl&!TT%fNv!wtG?z>^I|zjO";"g(l&o\\r_#1)*}&NEtl&!TT%fNv!wtG?z>^I|zjO";False;False;True
"eg*\tOrZoNd@RPj3zcl^Iuwj\"\tEAqo[Fkmnu\\hfC>t`K&cia^";"pd(Q-'&uU*If_4UhZWHxx19&o9Xl";"{\" ]x}ZC38X3`z";False;False;True
"?P_2{\"?b=6#^H58FCUivIOt\n(u}";"]r.\t%.*#O\tuDK~AzhH%`qsHdc(.g5UjV`({z";"2n";False;False;True
"wcveN`glHM8zJ6yZ!B$<%1c[2dBuP&1~:u0LTn\\3;G";"wcveN`glHM8zJ6yZ!B$<%1c[2dBuP&1~:u0LTn\\3;G";"wcveN`glHM8zJ6yZ!B$<%1c[2dBuP&1~:u0LTn\\3;G";False;False;True
"\tMjL40d2,zW d28ogRY,`.6gjH[ld&fL<P";"";"+isBe]& -*q,&#y";False;False;True
"LetZKq?SP4kJjP~Fb)nr,IAA\ttc/Hr";"} \t^";"QD\"DPOuRV<<J9\"";False;False;True
"*-RTH|a\\&qj!@k";"*-RTH|a\\&qj!@k";"*-RTH|a\\&qj!@k";False;False;True
"q";"r1sGB~fd}EM&^W\"#7yjzKU=k?$<Eqr7I[un.qF";"O:/B<3eW3WA|rD^FfYhV9TC";False;False;True
"5";"h#-WMb2P:V9@ Bi'*#nbH|GE@Ek'8*-:W`m_ey{MVa\\T1w";"zH';.U4";False;False;True
"=uqO<rjQs";"AbYBBG<_Kf43\\";">q._0\\$>\t_D1ez*^a\"\\yuD\\D=a";True;True;True
"s]K3PlHw'k=NJ27cr.NF|$::9#)1e/b[HhF-TK@XOm";"60D(Ydj2M}PA";"aHzn~_.0{d]v6hDdg1jH3\tN]U=+$H/DLS`4";False;False;True
"fX";"$v?(07GtBjXx{R\n&6/ma";"'X)+<\njKW=*7B 1l;`T}|}EP5#fPK5e)I";True;True;True
"'$cKW\n)~7n$\"2AN7$]<";"XTbR~&c(VL<6kcQw#.\tgRQ3<*46Pi'8`w>XP";"Ln6:!&tRyPw]39}`v\\O";False;False;True
"1]ml%%(JwKyS3SC~XYkgVWFKy!\nw~}";"'6Esn36GeAD(*t$]^p}OTVgEE;$#*HB ";"+\n]@+`Qq$nG4U\\lJnKat4]r'IsK=Sq$%OdX";True;True;True
"Q9cU-D$]!daV%<j) =Gt";"A4\nj2]kf;3Czb[ <1>::AhA?nQ";"TIQ%)]7/G&H6SLcljVXT8McU,22I..5$wM\\qZ_Pen";True;True;True
"f3k%y+vIIZ:L&eKcGZcneanu)47#";",%/bpqY(4WFtH\\N!w^|+h-j6j?e{R]%L6og',+\\lgX";"2%!\trn)\"7R*nJ_p cW)e$E!N]tQOmE~xRmA;";False;False;True
"qG7";"\\$ooQ+1.LoYbP\t50?s<q=B?td..lP#z:!,";"6a\\ujaSMT-@RS?2Hoy)ibBIV{@|\nLN\"|xhOD612N%tP\tV";True;True;True
"I&GZ]`i=K;8(f]o6h+RXHSz1/M/u1";"]cQI'XFU]*JCZ.BP(ot|mxc=h";"El.Kv((/EchLF9MYO5rURc )K.H4~n";False;False;True
"vg\\a\\a3$pyy\\8{I`JaY]QSvtd/}}n^w";"h:P9\t4qBDc6zt0;(PdYdES;NC_JOn";"4cfN+<ywCrn&*\\p!N>bhad";False;False;True
";]K'XI>k1Y|H$ITh^mZ\\?Sfa #T\\e&eHWM5MR <Ng\t";"\n{V\"9Yd%JL[pL|n/n9St*9Y~Je@\nY";"\"O:&-+uwY}.";False;False;True
"z%fu6_O>I<9RsZ;hGfz9Ly6U)\\\"tdi(\"!KC#s,m\n[{/v0";"z%fu6_O>I<9RsZ;hGfz9Ly6U)\\\"tdi(\"!KC#s,m\n[{/v0";"z%fu6_O>I<9RsZ;hGfz9Ly6U)\\\"tdi(\"!KC#s,m\n[{/v0";False;False;True
"6j()YgX";"*@\t3t%QiDJ<j\\P@ex";"./>Yk!J87{+zKI2J%l ";True;True;True
",ox!0qG<V)RE|@m1X&tw;0a4zTj/_EI}kc(~b/\nV0.|xZ";"H3XWgPl;>]t=#KInn_t)_A9!Md$rFvfIcT+7]";"b<RCI{'\tgO\t\"";False;False;True
"@gz[6bGe5#0;1\\B=36";"b>O%PS?{dt#pbj\tKQm@}@;Qn";"Ai&/M\"f@]Jxx#\\Ri vP4.0SBHV(yPgOc[MQS xS:w^3~z%!(s";True;True;True
"Kck_e";"D+${5^QN`Q# X,9zXP/,Ni*N^UL7b\n)SL6y@8uLU*S-Z";"W0:jI1GRKcsQ5o#,/{j8@JK\t/Z]HmA~)REbk^gX=0dP'y%#5";True;True;True
"YEpp`-.";"+=0v<rS6mh>2`K9):A,NN4\\)]S1IE";"Q^K\\M*";False;False;True
"[tC,\"n_?W.i4'ouM1Q'ZYk5u/?`Ew";"[tC,\"n_?W.i4'ouM1Q'ZYk5u/?`Ew";"[tC,\"n_?W.i4'ouM1Q'ZYk5u/?`Ew";False;False;True
"_f!3l";"+";"6'uctYMT\t4yS:6 td?EV/SUl";False;False;True
" {MkOZ ~AL|ti`h`-EdRX:$07AA^";" {Zh\tyZ$yUM@dsa(>b";"\n=Ws";False;False;True
"-!nR.^j>~Nw\\\"[TB6_w~-TN";"r!<iROHJwR^Tc!)\njNC#HU% %G";"8.X9op7BtUgORahSZjA878\"v~JV}@A-4d#b";True;True;True
"{m4^A";"F\tg\\n,t";"KoE\\3r@JuJ)1=>B.(4trPnE$B\n\"@EC^b6-\tuD2";True;True;True
".Q-Y92i:=}";"GSY@\\|v\ndgp!6eAz#+\n$B!q}`-|>J `ezw1";";sb6g\tnkO\\gPbym`9 dOUi@#s^aTFk,y0Gup5<W 8j<";True;True;True
"40";"$==-2?3>u}}B(:EulDg8MZ:a3[YDwBZi4";">[4)?$!532w{_HP1Y5n_2<Q@b]mq??";False;False;True
"E6*\">";"ZG\"-X52";"Ig(e>JDHp4SN*cw%itX7|) `0pLoqd<Pt";True;True;True
"";"AhZa=GpO0";"vul<H yV`,#";True;True;True
"[?gb}.1(}o:G\"%d2";"'\nIR\t&5PD%&k~+^.%muyN8xvQQ\tH4+;w#.2u^#ne+E,H{X";"fCL#Lr#T60lKW+.+cyZiT)3Xva(ffRHX_`&Xi>KS(u?=";False;False;True
"HP>#O\nu_z_2>-0]:l7w10f3<^)`@.!(|";"%JBg'm2q[n5</g'g0aoij0.\nM+s/ZH[aqOJyK;Mld\n";"";False;False;True
"~J()ZtO},1u@d}?v%YV~7Keq`^!\t`KBGyXZ";"Z";"%37X";False;False;True
"*ZW}~}nh+I+x";"*ZW}~}nh+I+x";"*ZW}~}nh+I+x";False;False;True
"!?\n\t ";"!?\n\t ";"!?\n\t ";False;False;True
"')GRi&lm";"dtp`d!KRD-9,[r5:F)GD;D2)5A8TK.zVIZLc)<kC<Fu1\\@";"-H*kl^2=g:F~:PQU<LZqC(DqWY>O1T+U`TIp\\%-\nEB\"l|DkC>";True;True;True
"}w`H[z}YmLNL0wE\\";"Ppz|YlUY$_'~%gOIdk+2}[\t<Fbj=u;t@qBF2Yao6`5s'W";"NG[G=zWwxwuw6js:b@q'll5l,sZZQ'NKW/eMqdHzPA.y9";False;False;True
"LF5OE";"J $%um^6nl`j,gc<Q,3xN8{ciA9cU?7=IYgM$e";"=::B\nNTD_2?C=jeI&m";False;False;True
"I";"|V30Ev";"]nG#G\n";False;False;True
"yD\"p`@3b8[C75 |a";"yD\"p`@3b8[C75 |a";"yD\"p`@3b8[C75 |a";False;False;True
"L A<{j^Am";"jH9b[HHb$FL49\\";"{\"H1]5,+W9c9|nt2\"o2L 2%*\nl)";True;True;True
"al-]f2^w.1Wr>";"}dXj=U`\n{`I6R.kA";"1s}zpPB|ux]530UTh%WojBYml;5h.hh^%oe:[Ce:t&J\n^4/";True;True;True
"PK2yZ=";"\"MG2-FShV{^^K&J/N+[(<eqA#9%_I}F";"TjK*EhUcO?Kg)\"6~w1PESr,(Sd>K*p+r/j&-w\nc5Oo";True;True;True
"VIRiP\tfX>Y,FUCi(j%|`I3E`[T3Li%]n^k@W=~UIi,}L\nH6P}";"4SEvJ|nF3mR)(~F gR1P+!f8/5";",F\n5Cilm\\n/.(&EG]D1~F\tx>G!R\n.^Odh%rF;";False;False;True
"fQz.r h`{W";"~`/1:";"\nzG<1\tP=Z_b&Q[\t,#LZw*xWDiyMA";False;False;True
"\\$#eA<_B[EEH'";"s*Zcz/M|`pn%=bIqF+}~k5fV>\t,p`mj_xrc";"Z(R.SD\nfZ,B";False;False;True
"+ixlN~m,0\t6OTsCOKXGUR|5#BN";"]s4-sd\"Z.DW$~YB";"Dk`";False;False;True
"G,vpDutxt 5hlc~Dp(|r<)K|>[0b;51GH\t_\"J\"8?%,Pa&q^";"(+3bd1D_ 1(D=tuhx9Yh*r'%86X]S-A_RAO-EZ}~";"Y^ZyFVx";False;False;True
"IEe*1zWOtKg~W]bb(Sq$J/b[=pN!5$c/hnt";"IEe*1zWOtKg~W]bb(Sq$J/b[=pN!5$c/hnt";"IEe*1zWOtKg~W]bb(Sq$J/b[=pN!5$c/hnt";False;False;True
"/Q[\n4";"yC 1v";"%9(Vh]";False;False;True
"Pp|.FQ5#|qE`!'#)Uc|E!cs@ct6/;<4}P*";"Pp|.FQ5#|qE`!'#)Uc|E!cs@ct6/;<4}P*";"Pp|.FQ5#|qE`!'#)Uc|E!cs@ct6/;<4}P*";False;False;True
"\n\tBPLo-QN%b\"";"Plglm\\iN.(|^v2F;]2|HT";"_usC\\~$";False;False;True
"9\nCuh8J3";".VD&k4Ktf}coEo=n]ZrLp\"";",3Fy{*mQq96*fY%[(3=j8kr&4k8lrwzJi#9`_ECw:_'/)Q";True;True;True
",pcqlp3@+FA;^=ij.,5\"d\nkI:'\n^]^Ea";"k`fejKRBW0v8-T=IPX0n,\\";"`$KTp";False;False;True
"q0]I+\\espt0";"E\n3^7w;_FSK~{.r6\tm9Q*i\t?_lRRw.C\t]L;B@6r?;\n";"RF6oi,N>xj*N:i;I*AI!rz'?CTE(<gi{lv!NU@~j0)er-\"";True;True;True
"/\nbXt4Y]2}2@\t\t+U0g";"(xk%F#G\"Lz2IPiXT!~1 zZ.tl,wY;if2";"NGoge!SjJ ;}|KJ16\t<p0Z)J)yXEbNM0ipE:O}Js&";True;True;True
"7@buMpsd[/w);0sGv";",b1;p-.";"8?T3DcGN@\n-Eka\nj\n=$t``F!)P'];BT^%f~";False;False;True
"@:|^Fj{z)q.zK_JJNlCU9*:N";"+\\fdJnz` {3~X.S";"4f@3;w44mBMYacfEN\t";False;False;True
"3f\\feqX]p%$h1hU J9X";"OY5{:~'KdV'bd\"FzJhB-1{;?";">4\nCCH\n)Clb[k=~zO 2;FCmZ#bm~EE/.1B58$MzkEiq";True;True;True
"=|\"u@uo@iZc$)T/|f~'\nL\\\\U69}0^YCO7";"=|\"u@uo@iZc$)T/|f~'\nL\\\\U69}0^YCO7";"=|\"u@uo@iZc$)T/|f~'\nL\\\\U69}0^YCO7";False;False;True
"hu`J)P-'4v+nB]$gV*Jg";"\\YAXKH!N|K+03`?WeB!\tmN@}2\t-j|@\"+66VH";"SnM@&~Z+T1s,Cf8eu'1na";False;False;True
"hI)Y5%olM37{\"^6BwYc2";"Z}UeY{B=*[A^";"/\tK*)/x4n:Cn#|92\tJPT09F~,x-p0\"! 2%g";False;False;True
"yLdJ?8Be!Ga;";"6gq`m*k{/LaX)danh";"IB\"/{P(H1\ni'2:dieMA=9";True;True;True
"#NWf44?qmdd?e*e@Y`CCL(B2b`He";"#V";"MQHAH\\|#D#b,@<P`5kDG7h5-q -mIQ-HF}5lPSSgv";False;False;True
"n(K>7$Z";"d[0skS6 iF;/1O-@iZNZ>-nk+tp/u-rol\t\"N'dQ?h";"^2PbK/n(sV!FKz},Dq&knJrv)Q5@T~A[Qi1fSq{JSh(+*{";True;True;True
"g5e .H7iAworYH_\tHrT06jF";"EpzvW7o?";"#5t'%vN7?)f,OW~}PeKT6k";False;False;True
"\\Ycm\\Y";"\\Ycm\\Y";"\\Ycm\\Y";False;False;True
"\t+(3f:bN~Y\\d}qTts&aN^}-*@Fqq";"\t+(3f:bN~Y\\d}qTts&aN^}-*@Fqq";"\t+(3f:bN~Y\\d}qTts&aN^}-*@Fqq";False;False;True
"Pj-[@F sh}H1/'$-\t^Q1s\".bF8hcs/;y";"`lDi5+b'pH";"5:Hl`r:L})=~%m!gT40Kqd b6fkQ22t\\\tWimvE[LDnpb8{\"";False;False;True
"Si[W";"Hn,5nFm3.zyE/}0])(?zLW5',e7pOt2YO7}Mr";"p*=OwrY{/Co&^Q'6L]D\"{_v>^;i3%AJk(V~h";False;False;True
"Tj8C";"Q'XU:s)ZKy-g&`KcaT=A+QNhVtKrke-t~J";"eQ:6c";False;False;True
"2*(OBz;bVE_O-{sB2.";"$CH*E#PSY,MKbt^!BPe5mJ4.b'k$)=+n)9on";"b\t!G/8c~BgPkqzwzq+Y9rG";False;False;True
"5QT63+";"c$Bhl";"V\"Z^lCjZ";False;False;True
"[t-DnK=hEvYO%Mht-](\twZBggVXgt\";E\tSsFN2\"s^?|";"va\"sG3r.\\D";"~)GyySw7Zc`mAZn),r,8H ;`\\S7'QV";False;False;True
"/[O;D ,0r9V";"JL}eD? dP.4c C+ZAt\\ZKMNWrL1EC`(\"4?h}";"eFV";False;False;True
"~7XvLSp.2t+h-r%rD_ g*k~bs[8&YGw_]^uBr.  9\tLR57L";"80V2jzT=7Z^_.}af|Uc:Fu,XE&T\nX\"a{fAEpYK%Kh#dfe_";"3LLp(#We\"T*@LR";False;False;True
"u-Ke9lMmK;!gl;-.@}!\n[9e3uRyY&DZraimtim6c2vLT";".wjBDr=R{I&";"_)DSo k1/\n!(Rt";False;False;True
"u)!\n,38D0l";"4;I/V|Bv3fH2xjK~gwerH*}_3K76PWMgXpr3{jJe|I";"z&q|E.<od^dY,@0>B:L+*\\";False;False;True
"=i[Rt]biuzk@!_HQ+.x`&]F\\wn7";"wt0z$:yi,YNX<gNS@\t%Py`]mnjyORx(<s";"Sr*em)jpcWp8~LPS8OG";False;False;True
":Of\tXYnHcc$.}f#\n>%03W";"PSbT\\/KYv'QHax~9OZSaRM`0mWs5}#!W2V]0J9* Gbo+Jf)5:";"ls\t.XEW\t_T9i24N=K#nP!\"$(a(B{z7hUo=";False;False;True
"u>FfiN1y}nr)'95w5 -/tNNgs(8";"W /3KLa+>yf xWGekW$bt{qmwVR^i71Z^}IJRiV{";"^/6@~$Xwel7EIuAsv1_P ^6f#_.e<WU-Z^})D)6'*.";True;True;True
"c\"7@Khv6v@K:.<?s#}W>7#D4x!ojd<f.x-aM4$\t;1cwnI5";"/hZ8e@T1;$ic)e>\t&uuIC2N@7:V";"@~E]n@(Gw%R47NS";False;False;True
"~^4i:*P|ONu&9a&=:hpe>!+&J')7TLjZg8@1{k[t+>}xk";"z{.ff05C0|Rs;o\\!;IA<Rx7tFdL1_QTUG-}zU==IT?T";"V|]a1-9LT";False;False;True
"7Nitp(|}\"s>A_(,a";"dkjq1M";"$<F\\B.Vn,t95b&";False;False;True
"1$r";" U6?5rPaJ$4j04ner5c9q6`!tQFt}WF[;T,:SXH>7.=niYh";"D";False;False;True
"?&\"@i\t$i(.9EexEgi{N/)-,;-LC-wq{5o^dqt7u56,NR?";",##ibV@G7deN(*JEm=Pr";"z4|-";False;False;True
"E*.df\tTjFB'*al^sOezIKf";"*Y&B\tJ7Tt42+\n'<IgFmMbxs)F";"I#h\"sP7dw2GtO2zjo}{'\nw<R-mcbj0kol";True;True;True
"WKO:D?#n r:";"|1/J/jtlrFJ RKFAo?tfjP@S7n";"*HRF^.t,)^<=4x";False;False;True
"`";",]&;FVC &y";"Rb9L~4[]{eeMz?2>Np!FZ%PWU=z#8Q721\\4BV@::@r;*YY";True;True;True
"xa\nPrC'}p@PC#gs{m`5dlM}eG|G\\IZFjkPoXe8z";"%!TH3(`Hb:r eWh^,'h?]Dr#o_m!;0UscD!U`@2&";"&F9Z\\\\~*A=w3";False;False;True
"I(qB3*IovxI~";"2<tEF1=Ubp,KJx@3\\f]l_=Is;x'e}-b=Z";"C%9{35QN_dwM5|zqSM|qIo\"D5t}fn=MZv7KH'\n4M";True;True;True
"yo]2 `>2Qv}.PhP%%b6q^<d^=!U|{:4q!n8h1qi&jVG.`";"yo]2 `>2Qv}.PhP%%b6q^<d^=!U|{:4q!n8h1qi&jVG.`";"yo]2 `>2Qv}.PhP%%b6q^<d^=!U|{:4q!n8h1qi&jVG.`";False;False;True
":Ds=YjfADSNXR7\t";":Ds=YjfADSNXR7\t";":Ds=YjfADSNXR7\t";False;False;True
"";"Y=&w\tD8Mv1DxK+5Lv";"8\\he?[c5o'NUCI~9f]<@/OgG`0;u)Nvx\"`/nMuu=^\t+A3Kpr\n";True;True;True
"17T=\"\"A>X#^D)qBM-G_poOf\\$~/dgx\n8a\n\n (";"DBZ%W+fgA.:H|ha1STyu}Bx`[Cpo@!";"x# WG;2}-";False;False;True
"5V}{K{\"Hdby6|L411b";"Gkl.pxC.{n0hYAJ1}l;F!w}L+Mn#62i";"TQZ?%v'SiX";False;False;True
"Ib}eD d7nChD5DRI,y&1(~0HoM]nn[8Hf;L[";"1.`rP$~v1gJ5%0XfcG/m2QC':1:]'4K5D@7I8zO";"G !^Vx)GeVD5`-.18dheEL~Fn4[";False;False;True
"E*Zq.+g8aR*EA!9s^dZIN\tk6ZUKY gp7ld9)Tc!PdM3'";"FXv03eT?=Ey+=UJrQ-N#'//ZikH{#\ncoxge";"cZ?Tf.PC:fMW={bH#oC(AOoV*\\6HFS^8+0-]JnP";False;False;True
";K@W>gZ;!k!Go>7Tm=poB|%j-+Jm9zc7\n-,RIe";"=0FN\tV;Q=Sk\nnZOcW;<Ptb'x,_E(8`\"78<\";)OOZG\":v";":.\t\nD6<\\n}I(e";False;False;True
"iS#+qIA]kkt#Li5p?$dG=4J)G[Sr.[I#ab\t\\";"~~{.<7qaLp5(:^XY<NU\",:abz&$TF~8u%}Z";"qpeF&99w8yB'=u`'T-^\"Yb{@`C0]\\217I*2";False;False;True
"9mP%j/\n)s'b9Ger\n(~ryI(#.^l6?%LDRDMEqi5J*^7/!vP>";"Ky";"I}3nuRPgExb";False;False;True
"\\Z!qs,cdQPKSPVtI/!{^\no^7~=BZ+s";"?;,ESl\nt]9h(GA;.2`Y2pf";"7:\n@Iu^BG\\ZyvXGg0x.5XSF&0zHZnui:PrKXykQ";False;False;True
" G*E.qu2C\\u`Jt{OAtu[Y2";"=7~C4+1\\Z<2F)0[t4V~$c?&WQ2ucsUN\\ @dk";"z}Yu~'*O>~";False;False;True
"~tLZ8!vt& \ta)qsPILcY$s/F,Zn+`|V$wPS!X9<+0";"ifw6~!Jh-hk37S\"f$+\\\"<V;`[fs!mj2";"l*Z9u_q50(VzI";False;False;True
